AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11966826,10950,04/19/2021,04/18/2023,Assisted Living Facility,HERITAGE CROSSINGS,2689 ART MUSEUM DRIVE,,JACKSONVILLE,FL,32207,Duval,(904) 399-8999,2689 ART MUSEUM DRIVE,,JACKSONVILLE,FL,32207,Duval,LICENSED,FREJEN CORPORATION,11/16/2006,PATRICIA JONES LOPEZ,51,For-Profit,www.heritagecrossingsflorida.com
39974063,238509,04/19/2022,04/18/2024,Homemaker and Companion Service,HIGH LEVEL HOME CARE 2 LLC,7578 JOHN F KENNEDY DR W,,JACKSONVILLE,FL,32219,Duval,(904) 415-6370,7578 JOHN F KENNEDY DR W,,JACKSONVILLE,FL,32219,,REGISTERED,HIGH LEVEL HOME CARE 2 LLC,03/17/2022,TIFFANY MITCHELL,0,For-Profit,
26968477,,02/22/2009,,Clinical Laboratory,HILLEARY ROCKWELL III MD,2360 PARK STREET,,JACKSONVILLE,FL,32204,Duval,(904) 388-4280,2360 PARK STREET,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,02/22/2005,,0,For-Profit,
18237,17712,01/27/2023,01/26/2025,Health Care Clinic Exemption,HNI HOSPITAL SERVICES OF FLORIDA  LLC,25 STATE RD 13,,JACKSONVILLE,FL,32259,Duval,(512) 730-3060,7500 RIALTO BLVD BLDG 1 STE 140,,AUSTIN,TX,78735,,EXEMP CERTIFIED,,11/29/2022,,0,For-Profit,
26931917,,02/10/2009,,Clinical Laboratory,HODGES CLUSTER,3615 HODGES BLVD,,JACKSONVILLE,FL,32224,Duval,(904) 223-4173,3615 HODGES BLVD,,JACKSONVILLE,FL,32224,Duval,FED CERTIFIED,,02/10/2009,,0,For-Profit,
27005383,,09/21/2022,,Clinical Laboratory,HOLIDAY CVS LLC DBA CVS/PHARMACY #2669,9962 BAY MEADOWS RD,,JACKSONVILLE,FL,32256-4635,Duval,(401) 770-6431,1 CVS DRIVE MC 1160,CVS PHARMACY #2669,WOONSOCKET,RI,02895,,FED CERTIFIED,,05/04/2021,,0,,
26993829,,09/21/2022,,Clinical Laboratory,HOLIDAY CVS LLC DBA CVS/PHARMACY #2856,9100 ATLANTIC BLVD,,JACKSONVILLE,FL,32211-8215,Duval,(401) 770-6431,ONE CVS DR MC #1160,CVS PHARMACY INC,WOONSOCKET,RI,02895,,FED CERTIFIED,,06/26/2020,,0,,
27005063,,09/21/2022,,Clinical Laboratory,HOLIDAY CVS LLC DBA CVS/PHARMACY #3106,1625 FOURAKER ROAD,,JACKSONVILLE,FL,32221,Duval,(401) 770-6431,1 CVS DRIVE  MC 1160,CVS PHARMACY #3106,WOONSOCKET,RI,02895,,FED CERTIFIED,,04/26/2021,,0,,
27005984,,01/26/2022,,Clinical Laboratory,HOLIDAY CVS LLC DBA CVS/PHARMACY #3118,1190 DUNN AVE,,JACKSONVILLE,FL,32218,Duval,(866) 389-2727,1 CVS DRIVE,MC 1160,,,02895,,FED CERTIFIED,,06/08/2021,,0,,
27006119,,09/22/2022,,Clinical Laboratory,HOLIDAY CVS LLC DBA CVS/PHARMACY #6456,8325 BAYMEADOWS RD,,JACKSONVILLE,FL,32256-7434,Duval,(866) 389-2727,1 CVS DRIVE,MC 1160,WOONSOCKET,RI,02895,,FED CERTIFIED,,06/14/2021,,0,,
27006086,,09/22/2022,,Clinical Laboratory,HOLIDAY CVS LLC DBA CVS/PHARMACY #8902,4893 TOWN CENTER PARKWAY,,JACKSONVILLE,FL,32246-8437,Duval,(866) 389-2727,1 CVS DRIVE,MC 1160,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,06/14/2021,,0,,
27005948,,09/22/2022,,Clinical Laboratory,HOLIDAY CVS LLC DVA CVS/PHARMACY #1811,1504 S 3RD ST,,JACKSONVILLE BEACH,FL,32250-6312,Duval,(866) 389-2727,1 CVS DRIVE,MC 1160,WOONSOCKET,RI,02895,,FED CERTIFIED,,06/08/2021,,0,,
27005289,,05/03/2021,,Clinical Laboratory,HOLIDAY CVS  L.L.C. DBA CVS/PHARMACY #16375,490 MARSH LANDING PKWY,,JACKSONVILLE BEACH,FL,32250,Duval,(401) 770-6431,1 CVS DRIVE  MC 1160,CVS PHARMACY #16375,WOONSOCKET,RI,02895,,FED CERTIFIED,,05/03/2021,,0,,
27005301,,05/03/2021,,Clinical Laboratory,HOLIDAY CVS  L.L.C. DBA CVS/PHARMACY #17039,13740 BEACH BLVD,,JACKSONVILLE,FL,32224,Duval,(401) 770-6431,1 CVS DRIVE  MC 1160,CVS PHARMACY #17039,WOONSOCKET,RI,02895,,FED CERTIFIED,,05/03/2021,,0,,
27005312,,09/22/2022,,Clinical Laboratory,HOLIDAY CVS  L.L.C. DBA CVS/PHARMACY #17309,9525 CROSSHILL BLVD,,JACKSONVILLE,FL,32222-5812,Duval,(401) 770-6431,1 CVS DRIVE  MC 1160,CVS PHARMACY #17309,WOONSOCKET,RI,02895,,FED CERTIFIED,,05/03/2021,,0,,
27005072,,04/27/2021,,Clinical Laboratory,HOLIDAY CVS  L.L.C. DBA CVS/PHARMACY #3229,414 ATLANTIC BLVD,,NEPTUNE BEACH,FL,32266,Duval,(401) 770-6431,1 CVS DRIVE  MC 1160,CVS PHARMACY #3229,WOONSOCKET,RI,02895,,FED CERTIFIED,,04/27/2021,,0,,
27005151,,04/28/2021,,Clinical Laboratory,HOLIDAY CVS  L.L.C. DBA CVS/PHARMACY #3957,13170 ATLANTIC BLVD. SUITE #47,,JACKSONVILLE,FL,32225,Duval,(401) 770-6431,1 CVS DRIVE  MC 1160,CVS PHARMACY #3957,WOONSOCKET,RI,02895,,FED CERTIFIED,,04/28/2021,,0,,
27005273,,09/22/2022,,Clinical Laboratory,HOLIDAY CVS  LLC DBA CVS/PHARMACY #3445,11264 BEACH BLVD,,JACKSONVILLE,FL,32246-3802,Duval,(401) 770-6431,1 CVS DRIVE  MC 1160,CVS PHARMACY #3445,WOONSOCKET,RI,02895,,FED CERTIFIED,,05/12/2021,,0,,
26999375,,,,Clinical Laboratory,HOLY TRINITY COMMUNITY MEDICAL CENTER,4001 CONFEDERATE POINT RD STE 2,,JACKSONVILLE,FL,32210,Duval,(904) 908-0046,4001 CONFEDERATE POINT RD STE 2,,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,,,,0,,
5042,1313961,02/03/2022,02/02/2024,Home Medical Equipment Provider,HOME ABILITY STORE,7660 PHILIPS HWY STE 4,,JACKSONVILLE,FL,32256,Duval,(904) 571-5858,7660 PHILIPS HWY STE 4,,JACKSONVILLE,FL,32256,Duval,LICENSED,HOME FOR LIFE INC,02/03/2020,STEVEN HORNER,0,For-Profit,www.homeabilitystore.com
39971498,236502,05/12/2022,05/11/2024,Homemaker and Companion Service,HOME ANGELS CARE LLC,5464 ROLLINS AVE,,JACKSONVILLE,FL,32207,Duval,(904) 888-7629,5464 ROLLINS AVE,,JACKSONVILLE,FL,32207,Duval,REGISTERED,HOME ANGELS CARE  LLC,02/11/2020,EMILIYA MUSTAFAEVA,0,For-Profit,
39969136,238102,10/27/2021,10/26/2023,Homemaker and Companion Service,HOME AWAY FROM HOME COMPANION SERVICES LLC,4931 KEYLIME DRIVE UNIT 107,,JACKSONVILLE,FL,32256,Duval,(386) 315-9046,4931 KEYLIME DRIVE UNIT 107,,JACKSONVILLE,FL,32256,Duval,REGISTERED,HOME AWAY FROM HOME COMPANON SERVICES LLC,02/29/2016,TRACEY SIMPKINS,0,For-Profit,www.homeawayfromhome.com
19968561,299995394,03/07/2022,10/10/2023,Home Health Agency,HOME CARE FOR THE 21ST CENTURY - JACKSONVILLE,6815 ATLANTIC BLVD STE 3,,JACKSONVILLE,FL,32211,Duval,(904) 438-5837,6815 ATLANTIC BLVD STE 3,,JACKSONVILLE,FL,32211,Duval,LICENSED,PHENOMENAL hEALTHCARE LLC,07/09/2021,MARLENA SHANDRELL ELLIS,0,For-Profit,
39972839,237637,05/26/2021,05/25/2023,Homemaker and Companion Service,HOME CARE SERVICES OF JACKSONVILLE  INC,109650-60 SAN JOSE BLVD #253,,JACKSONVILLE,FL,32223,Duval,(954) 693-6282,109650-60 SAN JOSE BLVD #253,,JACKSONVILLE,FL,32223,Duval,REGISTERED,HOME CARE SERVICES OF JACKSONVILLE INC,03/22/2021,GEORGE SAMANIEGO,0,For-Profit,
39973438,238328,02/07/2022,02/06/2024,Homemaker and Companion Service,HOME DIALYSIS COMPANION LLC,3737 COVE CT,,JACKSONVILLE,FL,32277,Duval,(904) 333-6800,3737 COVE CT,,JACKSONVILLE,FL,32277,Duval,REGISTERED,HOME DIALYSIS COMPANION LLC,09/07/2021,KRISTAL SELF,0,For-Profit,HOMEDIALYSISCOMPANION.COM
26999608,,,,Clinical Laboratory,HOME FIRST HOME HEALTH CARE,101 CENTURY 21 DR STE 210A,,JACKSONVILLE,FL,32216,Duval,(904) 725-6766,101 CENTURY 21 DR STE 210A,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
19967236,299994253,03/18/2022,03/17/2024,Home Health Agency,HOME FIRST HOME HEALTH CARE LLC,101 CENTURY 21 DR STE 210 - A,,JACKSONVILLE,FL,32216,Duval,(904) 725-6766,101 CENTURY 21 DR STE 210 - A,,JACKSONVILLE,FL,32216,Duval,LICENSED,HOME FIRST HOME HEALTH CARE LLC,12/06/2013,GINA M ROBERTS,0,For-Profit,www.homefirsthhc.com
19964858,299992175,09/20/2022,09/19/2024,Home Health Agency,HOME INSTEAD SENIOR CARE,9191 R G SKINNER PKWY  STE 803,,JACKSONVILLE,FL,32256,Duval,(904) 363-6699,9191 R G SKINNER PKWY  STE 803,,JACKSONVILLE,FL,32256,Duval,LICENSED,JAX HOME HEALTH INC,03/30/2005,STEPHEN MYERS JR,0,For-Profit,homeinstead.com/183
39973028,237935,08/24/2021,08/23/2023,Homemaker and Companion Service,HOME SWEET HOME BOARDING HOUSE 1,4931 KEYLIME DR UNIT 107,,JACKSONVILLE,FL,32256,Duval,(904) 657-8541,4931 KEYLIME DR UNIT 107,,JACKSONVILLE,FL,32256,Duval,REGISTERED,HOME SWEET HOME BOARDING HOUSE 1 LLC,05/13/2021,TRACEY SIMPKINS,0,For-Profit,
19967627,299994567,02/11/2022,05/17/2023,Home Health Agency,HOMECARE DIMENSIONS,8380 BAYMEADOWS RD STE 12,,JACKSONVILLE,FL,32256,Duval,(904) 379-1299,12500 NETWORK BLVD STE 210,,SAN ANTONIO,TX,78249,,LICENSED,HOMECARE DIMENSIONS OF FLORIDA INC,06/01/2016,TRACEE ANN PALMER,0,For-Profit,www.homecaredimensions.com
27001824,,,,Clinical Laboratory,HOMECARE DIMENSIONS,8380 BAYMEADOWS RD STE 12,,JACKSONVILLE,FL,32256,Duval,(904) 379-1299,8380 BAYMEADOWS RD STE 12,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,,,0,,
5332,1314295,05/18/2021,05/17/2023,Home Medical Equipment Provider,HOMECARE DIMENSIONS OF FLORIDA INC,8380 BAY MEADOWS RD STE 12,,JACKSONVILLE,FL,32256,Duval,(904) 379-1299,12500 NETWORK BLVD  STE 210,,SAN ANTONIO,TX,78249,,LICENSED,HOMECARE DIMENSIONS OF FLORIDA INC,02/17/2017,JULIE FRADY,0,For-Profit,www.homecaredimensions.com
19967784,299994726,03/05/2022,03/04/2024,Home Health Agency,HOMELIFE PERSONAL CARE  LLC,2535 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32217-2003,Duval,(904) 646-8993,2535 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32217-2003,Duval,LICENSED,HOMELIFE PERSONAL CARE LLC,09/14/2017,JULIE COMBS,0,For-Profit,www.homelifepc.com
19967214,299994217,03/23/2022,03/22/2024,Home Health Agency,HOMEWATCH CAREGIVERS SERVING JACKSONVILLE AND ST AUGUSTINE,8280 PRINCETON SQUARE BLVD W STE 5,,JACKSONVILLE,FL,32256,Duval,(904) 525-8109,8280 PRINCETON SQUARE BLVD W STE 5,,JACKSONVILLE,FL,32256,Duval,LICENSED,EATON FAMILY ENTERPRISES LLC,10/10/2013,WILLIAM R EATON,0,For-Profit,www.HomewatchCareGivers.com/Jacksonville
39969974,235380,06/05/2022,06/04/2024,Homemaker and Companion Service,HONEY BEE GROUP LLC,9200 ARLINGTON EXPRESSWAY,STE 28,JACKSONVILLE,FL,32225,Duval,(904) 703-7382,9200 ARLINGTON EXPRESSWAY,STE 28,JACKSONVILLE,FL,32225,Duval,REGISTERED,HONEY BEE GROUP LLC,09/25/2017,YVONNE WILLIAMS,0,For-Profit,
26992385,,03/10/2020,,Clinical Laboratory,HOPE ACROSS THE GLOBE INC,6817 SOUTHPOINT PKWY - STE 603,,JACKSONVILLE,FL,32216,Duval,(904) 374-4500,6817 SOUTHPOINT PKWY - STE 603,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,03/10/2020,,0,,
39972809,237555,04/28/2021,04/27/2023,Homemaker and Companion Service,HOPE'S WELLNESS & CARE,2426 LOTUS RD E,,JACKSONVILLE,FL,32211,Duval,(904) 250-3976,2426 LOTUS RD E,,JACKSONVILLE,FL,32211,Duval,REGISTERED,MELISSA HORNE,03/12/2021,MELISSA HORNE,0,For-Profit,
27001149,,,,Clinical Laboratory,HOSEIN YASREBI MD,3599 UNIVERSITY BLVD S STE 506,,JACKSONVILLE,FL,32216,Duval,(904) 396-8000,3599 UNIVERSITY BLVD S STE 506,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
689600355,316,06/02/2021,06/01/2023,Home Health Agency Exemption,HOSPITABLE HOME HEALTHCARE LLC,11751 CARSON LAKE DR W,,JACKSONVILLE,FL,32221,Duval,(858) 349-5574,11751 CARSON LAKE DR W,,JACKSONVILLE,FL,32221,Duval,EXEMP CERTIFIED,HOSPITABLE HOME HEALTHCARE LLC,05/03/2021,,0,For-Profit,
26972583,,11/15/2002,,Clinical Laboratory,HOSSAM A HESSEN MD,3599 UNIVERSITY BLVD SOUTH STE 405,,JACKSONVILLE,FL,32216,Duval,(904) 306-0266,3599 UNIVERSITY BLVD SOUTH STE 405,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,11/15/2000,,0,For-Profit,
4600,1313666,11/10/2022,11/09/2024,Home Medical Equipment Provider,HOVEROUND CORPORATION,2611 OLD MIDDLEBURG RD N BLDG 200,STE 1,JACKSONVILLE,FL,32210-3772,Duval,(941) 800-2438,6015 31ST ST E STE 201,,BRADENTON,FL,34203-5317,Manatee,LICENSED,HOVEROUND CORPORATION,06/18/2010,LAURI ANN SUMMERVILLE,0,For-Profit,www.hoveround.com
2042,2126,03/17/2021,03/17/2023,Health Care Services Pool,HUEMAN PEOPLE SOLUTIONS  LLC,320 FIRST ST N STE 101,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 694-4195,320 FIRST ST N STE 101,,JACKSONVILLE BEACH,FL,32250,Duval,REGISTERED,HUEMAN PEOPLE SOLUTIONS  LLC,10/20/2016,DWIGHT LYMAN COOPER,0,For-Profit,www.hueman.com
14628,13901,02/18/2022,02/17/2024,Health Care Clinic Exemption,HUGHSTON CLINIC SOUTHEAST PC PA  THE,3627 UNIVERSITY BLVD S  STE 550,,JACKSONVILLE,FL,32216,Duval,(904) 570-8604,PO BOX 400,,FORSTON,GA,31808,,EXEMP CERTIFIED,,11/05/2019,,0,For-Profit,
26988091,,12/14/2018,,Clinical Laboratory,HUMAN SERVICES ASSOCIATE GROUP PA,6467 GREENLAND ROAD,,JACKSONVILLE,FL,32258,Duval,(904) 831-6992,6467 GREENLAND ROAD,,JACKSONVILLE,FL,32258,Duval,FED CERTIFIED,,12/26/2018,,0,,
27009557,,06/02/2022,,Clinical Laboratory,HUMDUM  LLC,4237 SALISBURY RD - STE 208,BLDG 2,JACKSONVILLE,FL,32216,Duval,(904) 574-8136,4237 SALISBURY RD - STE 208,BLDG 2,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,06/02/2022,,0,,
39966643,237471,03/29/2022,03/31/2023,Homemaker and Companion Service,HUNT 1ST FAMILY,3807 N STUART ST,,JACKSONVILLE,FL,32209,Duval,(904) 589-7130,3807 N STUART ST,,JACKSONVILLE,FL,32209,Duval,IN LITIGATION,TEVIN HUNT,09/29/2014,TEVIN HUNT,0,For-Profit,
689600571,496,04/04/2022,04/03/2024,Home Health Agency Exemption,HUNT 1ST FAMILY,3807 STUART ST,,JACKSONVILLE,FL,32209,Duval,(904) 600-7369,3807 STUART ST,,JACKSONVILLE,FL,32209,Duval,EXEMP CERTIFIED,TEVIN L HUNT,04/04/2022,,0,For-Profit,
26970330,,03/19/2019,,Clinical Laboratory,HYDE PARK MEDICAL ARTS,6671 HYDE GROVE AVENUE,,JACKSONVILLE,FL,32210,Duval,(904) 783-3700,6671 HYDE GROVE AVENUE,,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,,01/21/2005,,0,For-Profit,
39973891,238346,02/15/2022,02/14/2024,Homemaker and Companion Service,I & A SUPPORTING SERVICES LLC,8433 SOUTHSIDE BLVD,,JACKSONVILLE,FL,32256,Duval,,8433 SOUTHSIDE BLVD,,JACKSONVILLE,FL,32256,Duval,REGISTERED,I & A SUPPORTING SERVICES LLC,01/24/2022,IBRAHIM KOROMA,0,For-Profit,
39971853,236696,05/06/2022,05/05/2024,Homemaker and Companion Service,I HEART COMPANION AND HOME CARE LLC,7323 SPRING HILL RD,,JACKSONVILLE,FL,32244,Duval,(904) 761-0252,7323 SPRING HILL RD,,JACKSONVILLE,FL,32244,Duval,REGISTERED,I HEART COMPANION AND HOME CARE LLC,04/23/2020,SHAQUILA ANDERSON,0,For-Profit,
27001173,,,,Clinical Laboratory,IAH OF FLORIDA LLC,4348 SOUTHPOINT BLVD STE 100,,JACKSONVILLE,FL,32216,Duval,(904) 281-1915,4348 SOUTHPOINT BLVD STE 100,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
27010441,,07/11/2022,,Clinical Laboratory,IBRAHIM HEART CLINIC   PLLC,5150 BELFORT RD - BLDG 400,,JACKSONVILLE,FL,32256,Duval,(904) 580-4730,5150 BELFORT RD - BLDG 400,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,07/11/2022,,0,,
39972911,237648,06/02/2021,06/01/2023,Homemaker and Companion Service,ICARE PROVIDER SERVICES,5260 COLLINS RD  UNIT #1002,,JACKSONVILLE,FL,32244,Duval,(904) 502-2702,5260 COLLINS RD  UNIT #1002,,JACKSONVILLE,FL,32244,Duval,REGISTERED,GENEA WIGGINS,04/12/2021,GENEA WIGGINS,0,For-Profit,
26969830,,07/11/2017,,Clinical Laboratory,IM SULZBACHER HEALTH CENTER FOR THE HOMELESS,611 E ADAMS ST,,JACKSONVILLE,FL,32202,Duval,(904) 394-8069,611 E ADAMS ST,,JACKSONVILLE,FL,32202,Duval,FED CERTIFIED,I.M. SULZBACHER CENTER FOR THE HOMELESS INC,06/20/2008,BASHYAM IYENGAR,0,Not-For-Profit,
26998889,,,,Clinical Laboratory,IMA CLINICAL RESEARCH INC,3901 UNIVERSITY BLVD S STE 203,,JACKSONVILLE,FL,32216,Duval,(904) 731-0085,3901 UNIVERSITY BLVD S STE 203,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
39972763,237700,06/17/2021,06/16/2023,Homemaker and Companion Service,IMMENSELY LOVED COMPANION & HOMEMAKER AGENCY,1570 LANE AVE,,JACKSONVILLE,FL,32210,Duval,(904) 405-7986,1570 LANE AVE,,JACKSONVILLE,FL,32210,Duval,REGISTERED,SAMANTHA HALL,02/26/2021,SAMANTHA HALL,0,For-Profit,
39971740,236695,05/06/2022,05/05/2024,Homemaker and Companion Service,IN GOOD COMPANY HOMEMAKER & COMPANION SERVICES LLC,230 E 1ST ST #1402,,JACKSONVILLE,FL,32206,Duval,(904) 802-2056,230 E 1ST ST #1402,,JACKSONVILLE,FL,32206,Duval,REGISTERED,IN GOOD COMPANY HOMEMAKER & COMPANION SERVICES LLC,03/10/2020,JAYREZA JARVIS,0,For-Profit,
39973158,237805,07/22/2021,07/21/2023,Homemaker and Companion Service,IN LIVING HANDS HOMEMAKER COMPANIONSHIP,1333 DUNN AVE APT 1504,,JACKSONVILLE,FL,32218,Duval,(904) 944-0527,1333 DUNN AVE APT 1504,,JACKSONVILLE,FL,32218,Duval,REGISTERED,KEONA LOGAN,06/14/2021,KEONA LOGAN,0,For-Profit,
27011443,,12/19/2022,,Clinical Laboratory,INDEPENDENT MEDICAL GROUP  LLC,7933 BAYMEADOWS WAY - STE 7,,JACKSONVILLE,FL,32256,Duval,(407) 860-0283,7933 BAYMEADOWS WAY - STE 7,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,12/19/2022,,0,,
27006828,,04/06/2022,,Clinical Laboratory,INDIGO VIA  LLC,2320 3RD ST S  STE 1,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 339-8204,2320 3RD ST S  STE 1,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,08/26/2021,,0,,
15092,17369,10/07/2022,10/06/2024,Health Care Clinic Exemption,INFINITE REHABILITATION AND WELLNESS CENTER,6100 GREENLAND RD STE 601,,JACKSONVILLE,FL,32258,Duval,(787) 360-2591,6100 GREENLAND RD STE 601,,JACKSONVILLE,FL,32258,Duval,EXEMP CERTIFIED,,07/20/2020,,0,For-Profit,
26970563,,08/06/2005,,Clinical Laboratory, CLARE BRIDGE OF JACKSONVILLE,10050 OLD ST AUGUSTINE ROAD,,JACKSONVILLE,FL,32257,Duval,(904) 288-8700,10050 OLD ST AUGUSTINE RD,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,08/06/2003,,0,For-Profit,
26967657,,02/15/2008,,Clinical Laboratory, STERLING HOUSE OF JACKSONVILLE,10875 ST AUGUSTINE RD,,JACKSONVILLE,FL,32257,Duval,(904) 880-4040,10875 ST AUGUSTINE RD,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,02/15/2008,,0,For-Profit,
26968811,,10/05/2007,,Clinical Laboratory, STERLING HOUSE OF MERRIMAC,4455 MERRIMAC AVENUE,,JACKSONVILLE,FL,32244,Duval,(904) 389-5959,4455 MERRIMAC AVENUE,,JACKSONVILLE,FL,32244,Duval,FED CERTIFIED,,10/05/2007,,0,For-Profit,
27004099,,02/04/2021,,Clinical Laboratory,1 DAY DENTURE,1329 LANE AVE S  SUITE #1,,JACKSONVILLE,FL,32205,Duval,(904) 683-0415,1329 LANE AVE S  SUITE #1,,JACKSONVILLE,FL,32205,Duval,FED CERTIFIED,,02/04/2021,,0,,
689600316,271,03/30/2021,03/29/2023,Home Health Agency Exemption,123 BUTTERFLY EFFECTS LLC,6619 ALBICORE RD,,JACKSONVILLE,FL,32244,Duval,(770) 776-9567,6619 ALBICORE RD,,JACKSONVILLE,FL,32244,Duval,EXEMP CERTIFIED,123 BUTTERFLY EFFECTS LLC,03/30/2021,,0,For-Profit,
39974941,239132,02/08/2023,02/07/2025,Homemaker and Companion Service,1ST ADVANTAGE CARE LLC,12403 DEWHURST CIR,,JACKSONVILLE,FL,32218,Duval,(866) 842-4006,12403 DEWHURST CIR,,JACKSONVILLE,FL,32218,Duval,REGISTERED,1ST ADVANTAGE CARE LLC,12/06/2022,TIERRA COLLIER,0,For-Profit,
2665,2549,11/15/2021,11/14/2023,Health Care Services Pool,2 HELPING HANDS NURSES LLC,10151 DEERWOOD PK BLVD 200-250,,JACKSONVILLE,FL,32256,Duval,(904) 371-3296,10151 DEERWOOD PK BLVD 200-250,,JACKSONVILLE,FL,32256,Duval,REGISTERED,2 HELPING HANDS NURSES LLC,11/15/2021,NETASHA KING,0,For-Profit,
39973540,238049,10/08/2021,10/07/2023,Homemaker and Companion Service,3D BRIGHTER HOPE CARE LLC,2946 W 6TH ST,,JACKSONVILLE,FL,32254,Duval,(954) 482-7942,2946 W 6TH ST,,JACKSONVILLE,FL,32254,Duval,REGISTERED,3D BRIGHTER HOPE CARE LLC,09/28/2021,JASMINE MAYS,0,For-Profit,
1267,928,01/04/2023,01/03/2025,Home Medical Equipment Provider,3M MEDICAL SOLUTIONS,7029 COMMONWEALTH AVENUE STE 2,,JACKSONVILLE,FL,32220,Duval,(904) 786-9339,PO BOX 659508,ATTN: KATY LOUTHEN - HCC,SAN ANTONIO,TX,78265-9508,,LICENSED,KCI USA INC,07/18/2000,DAVID P. PHILLIPS,0,Not-For-Profit,www.kci1.com
19968025,299994956,12/26/2021,12/25/2023,Home Health Agency,58942 HOME HELPERS,6501 ARLINGTON EXPRESSWAY,STE B-166,JACKSONVILLE,FL,32211,Duval,(904) 891-5855,6501 ARLINGTON EXPRESSWAY,STE B-166,JACKSONVILLE,FL,32211,Duval,LICENSED,AHAWKSEYE SOLUTION INC,09/20/2019,LISA MICHELLE FOSTER,0,For-Profit,https://www.homehelpershomecare.com/se-jacksonville-fl
39971245,236179,10/27/2021,10/26/2023,Homemaker and Companion Service,7 ANGELS IN HOME CLIENT AGENCY  LLC,2667 DUNN AVE STE 5,,JACKSONVILLE,FL,32218-6982,Duval,(904) 576-3637,7097 SAINT IVES CT,,JACKSONVILLE,FL,32244-0301,Duval,REGISTERED,7 ANGELS IN HOME CLIENT AGENCY  LLC,07/29/2019,KENYOTTA ONEAL,0,For-Profit,
689600495,420,11/19/2021,11/18/2023,Home Health Agency Exemption,A & M PASSIONATE CARE LLC,1824 JEFFERSON RD,,JACKSONVILLE,FL,32246,Duval,(904) 343-2254,1824 JEFFERSON RD,,JACKSONVILLE,FL,32246,Duval,EXEMP CERTIFIED,A & M PASSIONATE CARE LLC,11/19/2021,,0,Not-For-Profit,
19966694,299993754,12/23/2022,12/22/2024,Home Health Agency,A CARE CONNECTION HOME HEALTH,11512 LAKE MEAD AVE,UNIT 402,JACKSONVILLE,FL,32256-9687,Duval,(904) 899-5520,11512 LAKE MEAD AVE,UNIT 402,JACKSONVILLE,FL,32256-9687,Duval,LICENSED,ORTHO HOME HEALTH CARE  LLC,07/16/2010,DEBORAH DAVIS YOUNG,0,For-Profit,www.ACareConnection.com
26998042,,,,Clinical Laboratory,A CARE CONNECTION HOME HEALTH  LLC,1525A THE GREENS WAY,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 899-5520,1525A THE GREENS WAY,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,,,0,,
27001145,,,,Clinical Laboratory,A CARE CONNECTION LLC,1525A THE GREENS WAY,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 860-5596,1525A THE GREENS WAY,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,,,0,,
42963409,30211781,07/29/2021,07/28/2023,Nurse Registry,A CARE CONNECTION  LLC,11512 LAKE MEAD AVE,UNIT 402,JACKSONVILLE,FL,32256-9687,Duval,(904) 860-5596,11512 LAKE MEAD AVE UNIT 402,UNIT 402,JACKSONVILLE,FL,32256-9687,Duval,LICENSED,A CARE CONNECTION LLC,01/06/2015,DEBORAH DAVIS YOUNG,0,For-Profit,www.acareconnection.com
19966645,299993702,12/30/2022,05/23/2024,Home Health Agency,A CARING HAND LLC,9050 CYPRESS GREEN DR STE 103,,JACKSONVILLE,FL,32256,Duval,(904) 733-8778,9050 CYPRESS GREEN DR STE 103,,JACKSONVILLE,FL,32256,Duval,LICENSED,A CARING HAND LLC,03/17/2010,DORENE KARLA DYER,0,For-Profit,www.acaringhandjax.com
